unit_id;winner_found;winner_name;inn;customer_name;customer_inn;purchase_number;purchase_name;is_service_file;data_anonymized;confidence;processing_time_ms;model_used;timestamp
UNIT_2484460ffbb049d5;True;"ООО ""Промкомплект""";7838404886;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «СПЕЦИАЛЬНОЕ КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКОЕ БЮРО «ТЕХНОЛОГ»;;;Выполнение работ по ремонту производственных помещений 8, 19, 20, 23, 24, 25, 28 стр. 10 Лит. А, инв. №0753-03333;False;;1.0;35488;GLM-4.7;
UNIT_2489fe2843a24aaf;False;;;Федеральное бюджетное учреждение здравоохранения «Центр гигиены и эпидемиологии в городе Москве»;7717149663;32615606185;Мойка и шиномонтаж легковых автомобилей для филиала в ВАО;False;;;36723;GLM-4.7;
UNIT_24a49887fe6046c1;False;;;АО «Россети Центр закупок»;;32515520621;оказание консультационных услуг в области применения МСФО;False;;;48430;GLM-4.7;
UNIT_24b4e436683e4168;True;Заявка №33235;;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ПО БЛАГОУСТРОЙСТВУ КИРОВСКОГО РАЙОНА"" ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН";0274109419;32615617264;Поставка концентрата минерального - галит;False;;0.7;34404;GLM-4.7;
UNIT_24b8b6346b1a42c8;True;Индивидуальный предприниматель Тырцова Юлия Васильевна;;"Общество с ограниченной ответственностью ""Управляющая компания ""Обской причал""";8901039537;32515557517;Поставка хозяйственных и канцелярских товаров;False;;1.0;63584;GLM-4.7;
UNIT_24eb237568f74111;True;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «АЛЬБАТРОС»;7724922443;"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ставропольский государственный медицинский университет"" Министерства здравоохранения Российской Федерации";2633003556;32515588895;Поставка лекарственных средств для нужд стоматологической поликлиники ФГБОУ ВО СтГМУ Минздрава России;False;;1.0;60689;GLM-4.7;
UNIT_25053aefe1c24c45;True;Федеральное бюджетное учреждение здравоохранения «Федеральный центр гигиены и эпидемиологии» Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека;;ФБУЗ «Центр гигиены и эпидемиологии в Пермском крае»;;32615628280;Межлабораторные сравнительные испытания.;False;;1.0;34075;GLM-4.7;
UNIT_25223ba86f1e4078;True;ИП ПАПУЛОВСКИЙ СЕРГЕЙ ЛЕОНИДОВИЧ;;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СВЕРДЛОВСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН""";;32615627510;Поставка малогабаритного магнитотерапевтического аппарата для воздействия бегущим импульсным магнитным полем;False;;1.0;75252;GLM-4.7;
UNIT_25b1376405044a7b;False;;;;;;;False;;;;GLM-4.7;
UNIT_25f9971b0cc04769;False;;;;;;;False;;;;GLM-4.7;
UNIT_261c164ebdbe44a2;False;;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «МЕЖДУНАРОДНЫЙ АЭРОПОРТ «СИМФЕРОПОЛЬ»;;32515551714;МАБП-2649;False;;;73881;GLM-4.7;
UNIT_2637a16103304df6;True;Участник № 1;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСВОДОКАНАЛ""";;32515451317;Конкурс в электронной форме на право заключения договора на выполнение комплекса технологически и функционально связанных проектно-изыскательских и строительно-монтажных работ...;False;;0.7;30057;GLM-4.7;
UNIT_266b8d7e5e404ecb;True;Индивидуальный предприниматель ДАМИРОВ АРТЕМ ТИМУРОВИЧ;860332447272;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""МЕГИОНСКАЯ ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""";;32515498081;Поставка кондиционеров бытовых в 2026 году;False;;1.0;40634;GLM-4.7;
UNIT_2679323a2ce34095;True;ООО «Компания ЯрЭнергоРемонт»;6950207950;ПАО «Россети Центр» (филиал «Ярэнерго»);;32514477069;запрос цен по результатам конкурентного предварительного отбора на право заключения Договора на выполнение работ «под ключ» по проектированию и реконструкции ВЛ 10 кВ для нужд ПАО «Россети Центр» (филиала «Ярэнерго»);False;;1.0;28456;GLM-4.7;
UNIT_2697e4978d674cb5;True;Участник № 1;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСВОДОКАНАЛ""";;32514507818;"Конкурс в электронной форме на право заключения договора на выполнение комплекса технологически и функционально связанных проектно-изыскательских и строительно-монтажных работ по объекту: ""Подключение к централизованной системе холодного водоснабжения объекта: Производственно-промышленный комплекс по адресу: ЮВАО, район Люблино, Ставропольская ул., владение 37-41""";False;;0.7;22228;GLM-4.7;
UNIT_26987e403e544001;True;ООО «РОСТЭНЕРГОМОНТАЖ»;6163138013;Филиал ПАО «Россети Центр и Приволжье» - «Тулэнерго»;;32515413142;ПИР и СМР «Строительство ВЛИ-0,4 кВ с установкой выносных приборов учета в Ясногорском районе электрических сетей»;False;;1.0;64652;GLM-4.7;
UNIT_269c9cd9084c4f57;True;Участник № 1;;ПАО «ТГК-2»;;;поставку технических тканей для нужд ПАО «ТГК-2»;False;;0.7;51473;GLM-4.7;
UNIT_270e1db055e349aa;True;Общество с ограниченной ответственностью «НПК»;7446046630;Филиал «Колымская ГЭС имени Фриштера Ю.И.» ПАО «Колымаэнерго»;;32515401394;ОКПД2 71.12.40.129 Поверка компонентов автоматизированной информационно–измерительной системы учета электроэнергии;False;;1.0;69074;GLM-4.7;
UNIT_2732ad00ce084b65;True;ИП Исмагилов Марат Миннеракипович;519043353007;Государственное автономное нетиповое образовательное учреждение Мурманской области «Центр образования «Лапландия»;;;Поставка расходных материалов для лыжных гонок;False;;1.0;54665;GLM-4.7;
UNIT_279046b273f14122;True;ИП ПАПУЛОВСКИЙ СЕРГЕЙ ЛЕОНИДОВИЧ;;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СВЕРДЛОВСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН""";;32615627510;Поставка малогабаритного магнитотерапевтического аппарата для воздействия бегущим импульсным магнитным полем;False;;1.0;81226;GLM-4.7;
UNIT_27c1b41f166b4159;True;Общество с ограниченной ответственностью «Примафарм»;9731038990;"ГУП ""Медицинская техника и фармация Татарстана""";;32615602271;Поставка лекарственных средств;False;;1.0;74160;GLM-4.7;
UNIT_2834e35c14fc4782;False;;;Публичное акционерное общество «Россети»;;32515486139;выполнение работ по модернизации модуля интеграции информационной системы раскрытия информации налогового учета Публичного акционерного общества «Россети» в рамках налогового мониторинга;False;;;45274;GLM-4.7;
UNIT_28bc14b77b1e46c6;True;Общество с ограниченной ответственностью «1ПАК.РУ»;7839423761;АО «Озеленитель»;;32615599059;Поставка мешков для мусора для нужд АО «Озеленитель»;False;;1.0;81172;GLM-4.7;
UNIT_291fdc2dfc694d5c;False;;;"ГУП ""Медицинская техника и фармация Татарстана""";;32615602577;Поставка лекарственных средств;False;;;19175;GLM-4.7;
UNIT_294d8764ba494aea;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САТУРН-СЕРВИС""";7730573455;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""МЕГИОНСКАЯ ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""";;32515482821;Поставка оборудования (моноблоки);False;;1.0;30315;GLM-4.7;
UNIT_295adf6f857742ff;True;Заявка №23786;;Общество с ограниченной ответственностью 'Управляющая компания 'Обской причал';8901039537;32515557517;Поставка хозяйственных и канцелярских товаров;False;;0.7;66024;GLM-4.7;
UNIT_298015c2fc6e4f13;True;"ООО ""КосмоХим""";7807367257;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «СПЕЦИАЛЬНОЕ КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКОЕ БЮРО «ТЕХНОЛОГ» (ФГУП «СКТБ «Технолог»);;32615629210;Поставка химического сырья для исполнения договоров на производство продукции;False;;1.0;21631;GLM-4.7;
UNIT_29ca9bbe08314211;True;ФБУ «РосСтройКонтроль»;7713035584;Муниципальное унитарное предприятие города Рязани «Рязанское муниципальное предприятие тепловых сетей»;;32615630086;Оказание услуг по проведению строительного контроля;False;;1.0;33089;GLM-4.7;
UNIT_2a107700b7a24580;True;Индивидуальный предприниматель Аваган Напру;246900529198;Общество с ограниченной ответственностью «Управляющая компания «Город»;2457070804;32515587847;Оказание транспортных услуг (легковой автомобиль);False;;1.0;119594;GLM-4.7;
UNIT_2a255559064b4b1e;True;"ООО ""КОНСУЛЬТАНТПЛЮС В САРАТОВЕ""";;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""ХВАЛЫНСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ""";;32615628638;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Систем;False;;1.0;95190;GLM-4.7;
UNIT_2a4804c61275480a;True;Акционерное общество Компания «Торговый дом Аллерген»;5074039026;"ГУП ""Медицинская техника и фармация Татарстана""";;32515594366;Поставка лекарственных средств;False;;1.0;81553;GLM-4.7;
UNIT_2a5e3d90b7ce4128;False;;;"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ПЧЕВЖИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА А.И.СИДОРОВА""";;;Поставка оборудования для уроков ОБЖ;False;;;71292;GLM-4.7;
UNIT_2a817789cb7840d1;False;;;"ГУП ""Медицинская техника и фармация Татарстана""";;32615602299;Поставка лекарственных средств;False;;;24034;GLM-4.7;
UNIT_2a95d77c5f114530;False;;;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЦЕНТР ТЕХНИЧЕСКОГО ОСНАЩЕНИЯ И МОДЕРНИЗАЦИИ ОБРАЗОВАНИЯ""";;32515580657;Изготовление малых архитектурных форм для оснащения рекреаций начальных классов образовательных учреждений (ОП2025-9);False;;;33831;GLM-4.7;
UNIT_2aa568cb561a4372;True;общество с ограниченной ответственностью «Полиграфическая компания «ЭксПресс»;5262106099;Федеральное государственное бюджетное учреждение «Всероссийский научно-исследовательский институт минерального сырья им. Н.М. Федоровского»;;32615630122;оказание услуг по печати журнала «Разведка и охрана недр»;False;;1.0;21548;GLM-4.7;
UNIT_2b04ef2e9ee64daa;True;ООО «Офисмаг»;;Федеральное государственное унитарное предприятие «Межбольничная аптека» Управления делами Президента Российской Федерации;;32515526770;проведение закупки у единственного поставщика (подрядчика, исполнителя) на поставку самоходной тележки;False;;0.9;44639;GLM-4.7;
UNIT_2b25e2f08d07496a;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОГОРОДСКИЕ ИНФОРМАЦИОННЫЕ СИСТЕМЫ""";5042091506;Акционерное общество «Проектно-изыскательский и научно-исследовательский институт «Гидропроект» имени С.Я. Жука»;;32515571049;Услуги по широкополосному доступу к информационно-коммуникационной сети Интернет по проводным сетям;False;;1.0;31728;GLM-4.7;
UNIT_2b6e0a5b739b4096;False;;;"ГУП ""Медицинская техника и фармация Татарстана""";;32615602686;Поставка лекарственных средств;False;;;16518;GLM-4.7;
UNIT_2b829a0dbe234ca5;False;;;;;32615626470;;False;;;37054;GLM-4.7;
UNIT_2ba0b5a2109145d4;True;РАМАЗАНОВ РУСТАМ АЛЕКСАНДРОВИЧ;;;;32615619748;Оказание услуг по доработке и поддержке комплекса программ 1С:Предприятие;False;;1.0;59720;GLM-4.7;
UNIT_2c589a7e9d394c3b;True;"ООО ""НАДЕЖДА - СЕРВИС""";;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""ШИХАНСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ";;32615612909;Техническое обслуживание технологического оборудования;False;;1.0;106107;GLM-4.7;
UNIT_2d01e7fdda2f47d9;False;;;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""РЕСПУБЛИКАНСКАЯ БОЛЬНИЦА №1 - НАЦИОНАЛЬНЫЙ ЦЕНТР МЕДИЦИНЫ ИМЕНИ М.Е. НИКОЛАЕВА""";;32514613716;Поставка лекарственных препаратов из группы иммунодепрессантов;False;;;23224;GLM-4.7;
UNIT_2d2bcb5bae24427d;True;"ООО ""ТУЙМААДА-ГОЛД""";;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""МЕГИНО-КАНГАЛАССКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";;32615616014;"на поставку автозапчастей для нужд ГАУ РС (Я) ""Мегино-Кангаласская ЦРБ""";False;;1.0;53253;GLM-4.7;
UNIT_2d8eee48de154346;False;;;Санкт-Петербургское государственное автономное стационарное учреждение социального обслуживания населения «Дом социального обслуживания «Серафимовский»;;;поставка спортивного инвентаря, оборудования  и прочих материалов;True;;;55467;GLM-4.7;
UNIT_2dff745885f14bad;False;;;АО «Сахаэнерго»;;;Аукцион в электронной форме «ОКПД2 - 86.21.10.120. Предрейсовый (послерейсовый) медицинский осмотр водителей АО «Сахаэнерго» Производственный центр г. Якутск»;True;;;21540;GLM-4.7;
UNIT_2e13bc5a4fe14dcf;True;"ООО ""КОМФОРТ +""";;"КОМБИНАТ ПИТАНИЯ - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""КОМФОРТНАЯ СРЕДА""";;32615625905;Поставка рыбы и морской продукции для нужд Комбината питания – филиала ФГБУ «Комфортная среда»;False;;1.0;51891;GLM-4.7;
UNIT_2e7ba639efea4efe;True;Общество с ограниченной ответственностью «Ставропольское монтажно-эксплуатационное объединение «Линейные технологии»;;государственное автономное учреждение здравоохранения Ставропольского края «Городская стоматологическая поликлиника № 1» города Ставрополя;;32615606836;комплексная закупка в электронной форме на право заключить договор на поставку стоматологических установок;False;;1.0;26568;GLM-4.7;
UNIT_2f14a75294cc4d93;True;Участник 5;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГУБАХИНСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";;32615606627;Разработка Проекта нормативов допустимых выбросов загрязняющих веществ в атмосферный воздух для СТЭЦ;False;;0.7;32616;GLM-4.7;
UNIT_2f209968209b4860;True;Общество ограниченной ответственностью «Частное охранное предприятие «Кондор+»;;Муниципальное автономное общеобразовательное учреждение Лицей № 25 города Коврова (МАОУ Лицей №25 города Коврова);;32615630481;Оказание охранных услуг.;False;;1.0;32195;GLM-4.7;
UNIT_2f7e49c134fd4287;True;ООО ПК «Уралстройинвест»;0275020330;;;32514497865;Поставка костюмов утепленных;False;;1.0;49960;GLM-4.7;
UNIT_2fa16c8a6bfb4d8b;False;;;;;32515521639;Поставка труб бесшовных общего назначения (включая котловые);False;;;40036;GLM-4.7;
UNIT_309cc97f2c994ef5;True;Заявка №36709;;Общество с ограниченной ответственностью «Нижновтеплоэнерго»;;;Выполнение комплекса мероприятий, направленных на поддержание работоспособного состояния автоматических дозирующих станций, в целях обеспечения потребителей бесперебойным и качественным горячим водоснабжением в соответствии с требованиями СанПиН 2.1.3684-21, СанПиН 2.1.3685-21 на объектах ООО «Нижновтеплоэнерго».;False;;0.7;19946;GLM-4.7;
UNIT_30a5ae190bbb473f;False;;;"ГУП ""Медицинская техника и фармация Татарстана""";;32615602324;Поставка лекарственных средств;False;;;14479;GLM-4.7;
UNIT_31085bf840fd4525;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГТЕХОСНАБЖЕНИЕ""";;;;32515567204;;False;;0.95;84483;GLM-4.7;
UNIT_313751f6c940450c;True;"ООО ""ПК ""ЭТАЛОН ПЛЮС""";;"КГАУ ""Многофункциональный центр Забайкальского края""";;32615623988;Поставка топлива для автотранспорта КГАУ «МФЦ Забайкальского края» на автомобиль Toyota Camry гос.номер Р210РР;False;;1.0;27111;GLM-4.7;
UNIT_314f0cda20c04bcb;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКОЕ УЧРЕЖДЕНИЕ ""МЕДАЛЬЯНС""";2722019004;ФГУП «Охрана» Росгвардии;;32515572695;Запрос котировок в электронной форме на право заключения Договора на оказание услуг по проведению предварительных, периодических медицинских осмотров работников и медицинского осмотра, включающего в себя химико-токсикологические исследования для нужд Управления по Дальневосточному федеральному округу Центра охраны объектов промышленности (г. Хабаровск) в 2026 году;False;;1.0;89350;GLM-4.7;
UNIT_3163954bf5f24603;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХЭБАРАГИ""";;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ УФИМСКАЯ ГОРОДСКАЯ ВЕТЕРИНАРНАЯ СТАНЦИЯ РЕСПУБЛИКИ БАШКОРТОСТАН;;;Лекарственный препарат для ветеринарного применения «Аргумистин 0,001% и 0,005%», флакон с насадкой-распылителем 100 мл, дозировка 0,005%;False;;0.9;63183;GLM-4.7;
UNIT_3164dfb445b34aa2;True;"ООО ""ФАРМТРЕЙД""";;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""РЕСПУБЛИКАНСКАЯ БОЛЬНИЦА №1 - НАЦИОНАЛЬНЫЙ ЦЕНТР МЕДИЦИНЫ ИМЕНИ М.Е. НИКОЛАЕВА""";;32615611832;"Поставка лекарственного препарата ""Газива""";False;;1.0;40023;GLM-4.7;
UNIT_31edf30db14d4551;True;Индивидуальный предприниматель Хангишиев Магомед Гаджиевич;056102553374;Федеральное государственное бюджетное учреждение «Всероссийский центр карантина растений» (ФГБУ «ВНИИКР»);;32514502256;"Оказание административных услуг (инженер) для нужд территориального отдела в Республике Дагестан Южного филиала ФГБУ ""ВНИИКР""";False;;1.0;17195;GLM-4.7;
UNIT_324192a50bf04dc4;True;"ООО ""ЭКОМЕДФОРМ+""";;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""КРАСНОУФИМСКАЯ РАЙОННАЯ БОЛЬНИЦА""";;65613696022;Поставка гигиенических изделий на спальном основании;False;;0.9;15681;GLM-4.7;
UNIT_3242bf7049c04621;True;Санкт-Петербургское государственное автономное учреждение «Центр государственной экспертизы»;;ООО «ПетербургГаз»;;32615628491;оказание услуг по проведению государственной экспертизы проектной документации;False;;1.0;66924;GLM-4.7;
UNIT_3264fbb381374690;False;;;"ООО ""Башкирэнерго""";;32615598814;"Поставка транспортера кабельного для ПО СВЭС ООО ""Башкирэнерго"" 26-001091";False;;;52618;GLM-4.7;
UNIT_326bb0339f9f4a9c;True;"ООО ""КПЛ""";;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА НОВОСИБИРСКА ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 217""";;32615622741;Оказание услуг по организации бесплатного горячего питания учеников, детей военнослужащих призванных на военную службу по мобилизации в МАОУ СОШ № 217;False;;1.0;58212;GLM-4.7;
UNIT_327534d45b754bc8;True;"ООО ""ТЗК АЭРОФЬЮЭЛЗ""";;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КАРЕЛИЯ ""АЭРОПОРТ ""ПЕТРОЗАВОДСК""";;;Поставка авиационного топлива;False;;0.9;27032;GLM-4.7;
UNIT_32f65e749050419d;True;"ЧАСТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КЛИНИЧЕСКАЯ БОЛЬНИЦА ""РЖД-МЕДИЦИНА"" ГОРОДА ПЕТРОЗАВОДСК""";1001047966;ФГУП «Охрана» Росгвардии;;32515483894;Запрос котировок в электронной форме на право заключения Договора на оказание услуг по проведению предварительных, периодических медицинских осмотров и медицинского осмотра включающего в себя химико-токсикологического исследования для нужд Отдела по г. Санкт-Петербургу и Ленинградской области Центра охраны объектов топливно-энергетического комплекса (г. Петрозаводск) на 2026 год;False;;1.0;92896;GLM-4.7;
UNIT_330045a9bf0843dc;False;;;АО «Сбербанк-АСТ»;;;;True;;;22300;GLM-4.7;
UNIT_33aff7f9461f46a3;False;;;Общество с ограниченной ответственностью «Производственная Компания «Борец»;;32515585464;Поставка медной проволоки диаметром 1,25 мм и 1,4 мм.;False;;;14737;GLM-4.7;
UNIT_3418e8470ded43b1;True;"Общество с ограниченной ответственностью ""Альбатрос""";7724922443;"ГУП ""Медицинская техника и фармация Татарстана""";;32515594144;Поставка лекарственных средств;False;;1.0;71711;GLM-4.7;
UNIT_342b916d4a134504;True;"ООО ""ПК ""ЭТАЛОН ПЛЮС""";;"КГАУ ""Многофункциональный центр Забайкальского края""";;32615623874;Поставка топлива для автотранспорта КГАУ «МФЦ Забайкальского края»;False;;0.9;38842;GLM-4.7;
UNIT_348dc23595994fee;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КЛИНИКО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР ""ЦЕНТРОМЕД""";6950084472;ФГУП «Охрана» Росгвардии;;32515590488;Запрос котировок в электронной форме на право заключения Договора на оказание услуг по проведению предварительных и периодических медицинских осмотров работников для нужд филиала по Тверской области в 2026 году.;False;;1.0;34344;GLM-4.7;
UNIT_34c82b5f3adf4463;True;Акционерное общество Компания «Торговый дом Аллерген»;5074039026;"ГУП ""Медицинская техника и фармация Татарстана""";;32515594366;Поставка лекарственных средств;False;;1.0;106621;GLM-4.7;
UNIT_350d04bf7ff74bfb;False;;;"Акционерное общество ""Мясопродукты""";;32615613823;Поставка мясного сырья;False;;;38283;GLM-4.7;
UNIT_3513c13fc247480d;False;;;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БРЯНСКИЙ КЛИНИКО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР""";;32514541889;Поставка лекарств;False;;;8647;GLM-4.7;
UNIT_351bb19b362c4132;True;"ПАО ""РОСТЕЛЕКОМ""";;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ЦЕНТРАЛИЗОВАННАЯ КЛУБНАЯ СИСТЕМА""";;;Услуги доступа к сети Интернет;False;;0.9;35012;GLM-4.7;
UNIT_353995b87ccd4216;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬТАИС""";5473007266;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""КРАСНОТУРЬИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""";;32615602512;Поставка расходного материала;False;;1.0;52646;GLM-4.7;
UNIT_3542b3f3f10841d5;True;Заявка №437614;;АО «Сахаэнерго»;;;Аукцион в электронной форме на право заключения договора на поставку средств защиты рук;False;;0.7;27430;GLM-4.7;
UNIT_357d9c1c13b64340;True;Общество с ограниченной ответственностью «ГазСантехМонтажСервис»;7205014303;Муниципальное автономное учреждение дополнительного образования «Спортивная школа Ишимского района»;;;Работы по замене газового оборудования в здании спального корпуса, расположенного по адресу: Тюменская область, Ишимский район, п. Детский дом № 29, территория ЦДЮТ, строение 7;False;;1.0;55426;GLM-4.7;
UNIT_366902b7eb9b460b;True;АО «Меринг Инжиниринг»;6950049622;Филиал ПАО «Россети Центр и Приволжье» - «Удмуртэнерго»;;;запрос цен по результатам конкурентного предварительного отбора на право заключения соглашений о проведении в дальнейшем конкурентных закупок на право заключения Договоров на выполнение строительно-монтажных и пуско-наладочных работ...;False;;1.0;60026;GLM-4.7;
UNIT_36ab496b61ec4f90;True;"ООО ""ВМП""";;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""РЕСПУБЛИКАНСКАЯ БОЛЬНИЦА №1 - НАЦИОНАЛЬНЫЙ ЦЕНТР МЕДИЦИНЫ ИМЕНИ М.Е. НИКОЛАЕВА""";;;Поставка нейтральных электродов для ОБ РМЦ;False;;0.9;63413;GLM-4.7;
UNIT_36f4f7907cc44046;False;;;"ГУП ""Медицинская техника и фармация Татарстана""";;32615602686;Поставка лекарственных средств;False;;;31766;GLM-4.7;
UNIT_370e91df6fb94e9e;True;"ООО ""Прософт-Системы""";;"Общество с ограниченной ответственностью ""Башкирские распределительные электрические сети""";;32515588976;"Поставка шкафов для модернизации систем телемеханики ООО ""Башкирэнерго"" 26-003179";False;;0.9;62457;GLM-4.7;
UNIT_378e7fcbb7c34216;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНДАСТРИЛАБ""";;Федеральное государственное бюджетное учреждение «Федеральный центр оценки безопасности и качества продукции агропромышленного комплекса»;;32515544301;поставка химических реактивов;False;;1.0;52338;GLM-4.7;
UNIT_37af6dde5a624672;False;;;"ГУП ""Медицинская техника и фармация Татарстана""";;32615602268;Поставка лекарственных средств;False;;;28586;GLM-4.7;
